"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3091909,"December 11, 2024",Florida,"Fort Lauderdale","305 SW 25th Ave",0,0,1,0,0,N/A
3092619,"December 11, 2024",Arizona,Phoenix,"Beardsley Rd and 19th Ave",1,0,0,0,1,N/A
3093234,"December 11, 2024",Texas,Houston,"3403 Simsbrook Dr",1,1,0,0,0,N/A
3092955,"December 11, 2024",Texas,Houston,"7400 block of Ave H",1,1,0,0,0,N/A
3092081,"December 11, 2024",Texas,Houston,"5700 block of Heatherbloom Dr",0,0,1,0,0,N/A
3091650,"December 11, 2024",Texas,Magnolia,"26000 block of Aberdeen Dr",0,0,1,0,0,N/A
3092533,"December 11, 2024","South Carolina",Sumter,"503 Mimosa Rd",1,0,0,0,1,N/A
3091701,"December 11, 2024","New Mexico",Albuquerque,"Turquoise Ave NE and Copper Ave NE",1,0,0,0,0,N/A
3091922,"December 11, 2024",Missouri,"Saint Louis (Glasgow Village)","200 block of Estridge Rd",1,1,0,0,0,N/A
3092254,"December 11, 2024",Illinois,Chicago,"2500 block of E 80th St",1,0,0,0,0,N/A
3091792,"December 11, 2024",Illinois,Chicago,"1100 block of S Francisco Ave",1,0,0,0,0,N/A
3092235,"December 11, 2024",Illinois,Chicago,"5727 S Michigan Ave",1,0,0,0,0,N/A
3092227,"December 11, 2024",Illinois,Chicago,"2327 N Kimball Ave",1,0,0,0,1,N/A
3092651,"December 11, 2024",Texas,Dallas,"1200 block of Park Row Ave",1,0,0,0,0,N/A
3092357,"December 11, 2024",Kentucky,Louisville,"1600 block of W Kentucky St",1,0,0,0,0,N/A
3092305,"December 11, 2024",Pennsylvania,Philadelphia,"2500 block of S 66th St",1,0,0,0,0,N/A
3092953,"December 11, 2024",Texas,Houston,"13400 Northwest Fwy Service Rd",1,0,0,0,0,N/A
3091968,"December 11, 2024",Alabama,"Rainbow City","605 Williams Ave",0,0,1,0,0,N/A
3093593,"December 11, 2024",Alabama,Mobile,"1055 Cottrell St",1,0,1,0,0,N/A
3091423,"December 10, 2024",Ohio,Columbus,"700 block of E Moler St",1,0,0,0,1,N/A
3091955,"December 10, 2024",Wisconsin,Oshkosh,"400 block of W 10th Ave",0,0,1,0,0,N/A
3091395,"December 10, 2024",Ohio,Euclid,"22140 Euclid Ave",2,0,0,0,0,N/A
3092536,"December 10, 2024",Arkansas,"El Dorado","900 block of W Cook St",1,0,0,0,2,N/A
3091249,"December 10, 2024","New York",Bronx,"Bruckner Blvd and Hutchinson River Pkwy S",1,0,0,0,0,N/A
3091913,"December 10, 2024",Florida,Orlando,"4900 block of Homestead Rd",1,0,0,0,0,N/A
3092736,"December 10, 2024","New Mexico","Rio Rancho","Santa Fe Meadows Dr NE and Dixon Meadows Dr NE",1,0,0,0,1,N/A
3090878,"December 10, 2024",Maryland,Baltimore,"1100 block of Quantril Way",1,0,0,0,0,N/A
3092614,"December 10, 2024",California,"Santa Maria","300 block of W Sheila Ln",1,0,0,0,2,N/A
3092044,"December 10, 2024",California,"Buena Park","I-5 and Artesia Blvd",0,0,1,0,0,N/A
3092014,"December 10, 2024",California,Concord,"Pear Dr and Oak Grove Rd",1,0,0,0,0,N/A
3091161,"December 10, 2024",Texas,"San Antonio","1610 Fitch St",1,0,0,0,0,N/A
3091664,"December 10, 2024",Alabama,Birmingham,"1800 block of Princeton Ct Alley SW",1,0,0,0,0,N/A
3092010,"December 10, 2024",California,"Long Beach","900 block of Via Carmelitos",1,0,0,0,1,N/A
3090933,"December 10, 2024",Alabama,Leeds,"8132 Jackson Ave",1,0,0,0,1,N/A
3091155,"December 10, 2024",California,"Los Angeles (East Los Angeles)","6564 E Olympic Blvd",0,0,1,0,0,N/A
3092653,"December 10, 2024",Texas,Euless,"1800 Fuller Wiser Rd",1,0,0,0,1,N/A
3091473,"December 10, 2024",Illinois,Champaign,"1500 block of Dobbins Dr",1,0,0,0,1,N/A
3091264,"December 10, 2024",Florida,"Lake Worth (Lake Worth Beach)","614 Lake Ave",3,1,0,0,1,N/A
3091261,"December 10, 2024",Michigan,Detroit,"15900 block of Kentfield St",1,0,0,0,1,N/A
3093797,"December 10, 2024",California,Lincoln,"Earlton Ln",0,0,1,0,0,N/A
3091073,"December 10, 2024",Missouri,"Kansas City","E 51st St and Indiana Ave",1,0,0,0,0,N/A
3092510,"December 10, 2024",Missouri,"Saint Louis","Bates St and Gravois Ave",1,0,0,0,0,N/A
3091733,"December 10, 2024","New Hampshire",Manchester,"470 Silver St",1,0,0,0,1,N/A
3092105,"December 10, 2024",Georgia,Douglas,"100 block of Park Place Rd",1,1,0,0,1,N/A
3091062,"December 10, 2024",Oregon,Gresham,"1324 SW Pleasant View Dr",1,0,0,0,0,N/A
3103367,"December 10, 2024",Missouri,"Kansas City","100 block of N Lawn Ave",1,0,0,0,0,N/A
3093069,"December 10, 2024",Oregon,Redmond,"SE 9th St and E Antler Ave",1,0,0,0,0,N/A
3091717,"December 10, 2024",Virginia,Arlington,"1850 N Moore St",0,0,1,0,0,N/A
3092350,"December 10, 2024",Tennessee,Knoxville,"1500 block of Daylily Dr",1,0,0,0,1,N/A
3092364,"December 10, 2024",Tennessee,"Lenoir City","600 block of W Broadway",0,0,1,0,0,N/A
3092321,"December 10, 2024",Pennsylvania,Harrisburg,"1600 block of N Cameron St",0,0,1,0,0,N/A
3091488,"December 10, 2024","North Carolina",Wilson,"1009 Tarboro St",1,0,0,0,1,N/A
3091302,"December 9, 2024",Alabama,Mobile,"1100 block of Gayle St",1,0,0,0,1,N/A
3091401,"December 9, 2024",Delaware,Wilmington,"400 block of W 6th St",1,0,0,0,0,N/A
3090129,"December 9, 2024",Maryland,Towson,"900 block of Beaverbank Cir",1,0,0,0,2,N/A
3091389,"December 9, 2024",Ohio,Cleveland,"W 28th St and Detroit Ave",1,0,0,0,0,N/A
3092084,"December 9, 2024","New York",Ossian,"Bonner Rd",1,0,0,0,1,N/A
3090479,"December 9, 2024",Indiana,Indianapolis,"4421 E Washington St",1,1,0,0,0,N/A
3090482,"December 9, 2024",Pennsylvania,"Wilkes Barre","555 Fellows Ave",1,0,0,0,1,N/A
3090260,"December 9, 2024","North Carolina",Charlotte,"639 Archdale Dr",1,0,0,0,2,N/A
3090121,"December 9, 2024",Maryland,Baltimore,"3400 block of Crows Nest Rd",1,0,0,0,0,N/A
3090457,"December 9, 2024",Washington,Bellevue,"4300 block of 120th Ave SE",1,0,0,0,0,N/A
3091496,"December 9, 2024",Illinois,Champaign,"2400 block of W Springfield Ave",1,0,0,0,1,N/A
3090472,"December 9, 2024","New York",Brooklyn,"181 E 32nd St",1,0,0,0,0,N/A
3091239,"December 9, 2024",Texas,"San Antonio","1200 block of W Hildebrand Ave",1,0,0,0,0,N/A
3090381,"December 9, 2024",Michigan,Detroit,"12820 Grand River Ave",1,0,0,0,0,N/A
3093293,"December 9, 2024",Illinois,"Lake Zurich (Hawthorn Woods)","50 block of Rosewood Dr",1,0,0,0,0,N/A
3090110,"December 9, 2024",California,Lancaster,"41116 163rd St E",1,0,0,0,0,N/A
3091189,"December 9, 2024",Ohio,Akron,"1500 block of Evergreen Ave",1,0,0,0,0,N/A
3090971,"December 9, 2024",Massachusetts,Boston,"114 Devon St",1,0,0,0,2,N/A
3091163,"December 9, 2024",Ohio,Toledo,"Castle Blvd and Maplewood Ave",1,0,0,0,1,N/A
3091065,"December 9, 2024",Texas,"Missouri City","611 Hwy 90 Alt",1,0,0,0,1,N/A
3091123,"December 9, 2024",Illinois,Mundelein,"700 block of S Lake St",1,0,0,0,0,N/A
3093784,"December 9, 2024",Louisiana,Monroe,"Breece Cir and S 1st St",1,0,0,0,0,N/A
3092530,"December 9, 2024","New Jersey","North Bergen","9028 Palisade Plaza",1,0,0,0,0,N/A
3104877,"December 9, 2024","South Carolina",Columbia,"400 block of Percival Rd",1,0,0,0,1,N/A
3091233,"December 9, 2024",Virginia,Richmond,"I-95 and Maury St",1,0,0,0,0,N/A
3096822,"December 9, 2024",Arizona,Tucson,"4300 block of S Pantano Rd",1,0,0,0,1,N/A
3090527,"December 9, 2024",Missouri,"Kansas City","6009 Blue Hills Rd",2,0,0,0,1,N/A
3091009,"December 9, 2024",Mississippi,Jackson,"900 block of W Northside Dr",1,0,0,0,2,N/A
3090151,"December 9, 2024",Missouri,"Saint Louis (Overland)","9643 Cedar Glen Drive",1,0,0,0,1,N/A
3090116,"December 9, 2024",Maryland,Baltimore,"4000 block of W Belvedere Ave",1,0,0,0,0,N/A
3094139,"December 9, 2024",Pennsylvania,Middletown,"777 W Harrisburg Pike",1,0,0,0,0,N/A
3090412,"December 9, 2024",Pennsylvania,Philadelphia,"5000 block of Westminster Ave",1,0,0,0,0,N/A
3090728,"December 9, 2024",Kentucky,Louisville,"Browns Ln and Dutchmans Ln",1,0,0,0,0,N/A
3091277,"December 9, 2024",Georgia,Perry,"Ida Lasseter Cir",1,0,0,0,1,N/A
3090941,"December 9, 2024",Alabama,Montgomery,"300 block of Georgia St",1,0,0,0,1,N/A
3089752,"December 8, 2024",Alabama,Mobile,"I-65 and Airport Blvd",1,0,0,0,1,N/A
3090886,"December 8, 2024",Texas,Houston,"8601 Richmond Ave",1,1,0,0,0,N/A
3090817,"December 8, 2024",Mississippi,Brookhaven,"664 Industrial Park Rd NE",1,0,0,0,0,N/A
3090573,"December 8, 2024",Florida,"Miami (South Miami)","5944 SW 64th St",1,0,0,0,0,N/A
3090555,"December 8, 2024",Florida,Jacksonville,"3100 block of Cecelia St",1,0,0,0,0,N/A
3089546,"December 8, 2024","New York",Rochester,"289 Emerson St",0,1,1,0,0,N/A
3090336,"December 8, 2024",Washington,Kent,"806 Central Ave S",1,0,0,0,0,N/A
3090357,"December 8, 2024",Texas,Terrell,"1600 block of TX-34",1,0,0,0,1,N/A
3090769,"December 8, 2024",Tennessee,Nashville,"2901 Bell Rd",1,0,0,0,0,N/A
3106224,"December 8, 2024",Texas,Adkins,"10400 block of TX-106 Loop",1,1,0,0,1,N/A
3090540,"December 8, 2024",Florida,Gainesville,"Williston Rd",1,0,0,0,0,N/A
3090269,"December 8, 2024",Illinois,Danville,"1300 block of 2nd Ave",1,0,0,0,1,N/A
3094360,"December 8, 2024",Delaware,Wilmington,"Valley Run Dr",1,0,0,0,0,N/A
3089731,"December 8, 2024",Georgia,Macon,"3867 Log Cabin Dr",1,0,0,1,2,N/A
3089791,"December 8, 2024",Illinois,Cicero,"W Roosevelt Rd and S Cicero Ave",1,3,0,0,0,N/A
3090241,"December 8, 2024",California,"Los Angeles","S Western Ave and W 65th St",1,0,0,0,0,N/A
3089924,"December 8, 2024",Ohio,Cincinnati,"3600 block of Alaska Ave",1,0,0,0,0,N/A
3089919,"December 8, 2024",Ohio,Akron,"600 block of Lucille Ave",1,0,0,0,0,N/A
3089977,"December 8, 2024",California,"Los Angeles","520 E 5th St",1,0,0,0,0,N/A
3090282,"December 8, 2024",California,Bakersfield,"1219 S Union Ave",1,0,0,0,1,N/A
3100078,"December 8, 2024",California,"Long Beach","6600 block of 2nd St",1,0,0,0,0,N/A
3090343,"December 8, 2024",Colorado,Greeley,"300 block of 9th Ave",1,0,0,0,1,N/A
3089936,"December 8, 2024",Ohio,"West Chester","7560 Shawnee Ln",0,0,1,0,0,N/A
3089686,"December 8, 2024",California,"Rowland Heights","18970 Labin Ct",1,0,0,0,0,N/A
3089529,"December 8, 2024","New Jersey",Trenton,"133 Dickinson St",1,1,0,0,0,N/A
3091092,"December 8, 2024",Missouri,"Sikeston (Miner)",N/A,0,0,1,0,0,N/A
3090321,"December 8, 2024","New Jersey","Jersey City","Fairview Ave and John F Kennedy Blvd",1,0,0,0,1,N/A
3091068,"December 8, 2024",Nevada,"Las Vegas","3800 block of Soda Springs Dr",1,1,0,0,3,N/A
3090825,"December 8, 2024",Mississippi,Tunica,"1325 Jacks Ave",1,0,1,0,0,N/A
3091320,"December 8, 2024",Virginia,Norfolk,"1500 block of Cary Ave",1,0,0,0,1,N/A
3090126,"December 8, 2024",Arizona,Tucson,"210 W Roger Rd",1,0,0,0,0,N/A
3090262,"December 8, 2024",Nevada,"Las Vegas","9777 S Las Vegas Blvd",0,0,1,0,0,N/A
3090258,"December 8, 2024",California,Anaheim,"2000 block of S Margie Ln",1,0,0,0,2,N/A
3089776,"December 8, 2024",Texas,Dallas,"1304 S Fitzhugh Ave",1,0,0,0,0,N/A
3089770,"December 8, 2024",Texas,Dallas,"8816 S Lancaster Rd",1,0,0,0,0,N/A
3089878,"December 8, 2024",Illinois,Matteson,"4300 block of Oakwood Ln",2,0,0,0,0,N/A
3090098,"December 8, 2024",Illinois,Chicago,"8800 block of S Houston Ave",1,0,0,0,0,N/A
3089571,"December 8, 2024",Pennsylvania,"Wynnewood (Penn Wynne)","50 block of Meredith Rd",1,1,0,0,2,N/A
3091621,"December 8, 2024",Oklahoma,Tulsa,"7830 S Santa Fe Ave",1,1,0,0,0,N/A
3090806,"December 8, 2024",Tennessee,Nashville,"I-24 and I-40",1,0,0,0,0,N/A
3090255,"December 8, 2024",Pennsylvania,Harrisburg,"300 block of Nectarine St",1,0,0,0,0,N/A
3090518,"December 8, 2024",Alabama,Atmore,"100 block of E Ashley St",2,0,0,0,1,N/A
3089654,"December 8, 2024","North Carolina","La Grange","943 Sweet Amy Ln",1,0,0,0,2,N/A
3089370,"December 7, 2024",Texas,Tomball,"15611 S Champagne Cir",1,0,0,0,0,N/A
3093504,"December 7, 2024",Kentucky,Louisville,N/A,1,0,0,0,1,N/A
3089950,"December 7, 2024",Wisconsin,Racine,"10th St and Villa St",1,0,0,0,0,N/A
3089589,"December 7, 2024",Georgia,Atlanta,"200 Vineyard Walk",4,0,1,0,0,N/A
3090558,"December 7, 2024",Michigan,"Grass Lake","6900 block of Welch Lake Rd",2,0,0,0,1,N/A
3090512,"December 7, 2024",Florida,Bartow,N/A,1,1,0,0,1,N/A
3089271,"December 7, 2024",Tennessee,Cordova,"900 block of Pheasant Hollow Dr",1,1,0,0,0,N/A
3089656,"December 7, 2024","New Mexico",Albuquerque,"611 San Mateo Blvd SE",1,0,0,0,1,N/A
3089651,"December 7, 2024","North Carolina",Monroe,"600 block of Skywatch Ln",1,1,0,0,1,N/A
3089668,"December 7, 2024",Tennessee,Nashville,"Fain St and Fairfield Ave",1,0,0,0,0,N/A
3089560,"December 7, 2024",Arizona,Phoenix,"S 6th St and E Broadway Rd",1,0,0,0,0,N/A
3089585,"December 7, 2024",Pennsylvania,Rockwood,"100 block of Barron Church Rd",1,0,0,0,0,N/A
3089691,"December 7, 2024",Texas,Houston,"8100 block of W Airport Blvd",1,0,0,0,0,N/A
3089537,"December 7, 2024",Missouri,"Saint Louis","10500 block of Emerald Ridge Ave",1,0,0,0,1,N/A
3089762,"December 7, 2024",Minnesota,"Minneapolis (Brooklyn Park)","8081 Brooklyn Blvd",1,1,0,0,1,N/A
3089229,"December 7, 2024",Ohio,Akron,"500 block of Carpenter St",1,0,0,0,0,N/A
3089254,"December 7, 2024",Ohio,Cincinnati,"4900 block of Trail Ridge Rd",1,0,0,0,0,N/A
3089922,"December 7, 2024",Ohio,Shelby,"234 Mansfield Ave",0,0,1,0,0,N/A
3089123,"December 7, 2024",Mississippi,Meridian,"6500 block of Old Hwy 80 W",1,0,0,0,0,N/A
3089048,"December 7, 2024",Michigan,Saginaw,"1629 Delaware St",1,0,0,0,1,N/A
3089082,"December 7, 2024",Georgia,Atlanta,"458 Edgewood Ave NE",1,0,0,0,0,N/A
3109604,"December 7, 2024",Arizona,Phoenix,"4600 block of W Thomas Rd",1,0,0,0,0,N/A
3089236,"December 7, 2024",Nevada,"Las Vegas","1900 block of D St",1,1,0,0,1,N/A
3090279,"December 7, 2024",California,Modesto,"1102 Pelton Ave",0,0,1,0,0,N/A
3089726,"December 7, 2024",Texas,"Fort Worth","1466 Arbor Ridge Dr",1,0,0,0,1,N/A
3089783,"December 7, 2024",California,Hayward,"25000 block of Industrial Blvd",1,0,0,0,0,N/A
3089541,"December 7, 2024",Florida,Tampa,"10000 block of Courtney Palm Blvd",0,0,1,0,0,N/A
3089648,"December 7, 2024","North Carolina",Charlotte,"1401 W Trade St",1,0,0,0,1,N/A
3089233,"December 7, 2024",Illinois,Chicago,"1511 W Garfield Blvd",0,0,1,0,0,N/A
3089499,"December 7, 2024",Virginia,Callaway,"Moe Ln",1,0,0,0,1,N/A
3089595,"December 7, 2024",Georgia,Savannah,"1100 block of Parnell Ave",1,0,0,0,1,N/A
3089562,"December 7, 2024",Maryland,Baltimore,"1000 block of Wicklow Rd",1,0,0,0,0,N/A
3089713,"December 7, 2024",Texas,Houston,"4426 Willow Beach Dr",1,0,0,0,0,N/A
3090859,"December 7, 2024",Oregon,"Myrtle Creek","Booth Ranch Rd",1,0,0,0,1,N/A
3089717,"December 7, 2024",California,Antioch,"3300 Delta Fair Blvd",1,0,1,0,0,N/A
3089245,"December 7, 2024",Illinois,Chicago,"700 block of E 80th St",1,1,0,0,1,N/A
3089750,"December 7, 2024",Indiana,Anderson,"814 W 53rd St",1,0,0,0,4,N/A
3089208,"December 7, 2024","North Carolina",Stanley,"2000 block of Beau Dr",0,0,1,0,0,N/A
3089558,"December 7, 2024",Pennsylvania,Fullerton,"1155 MacArthur Rd",1,0,0,0,1,N/A
3089206,"December 7, 2024","North Carolina",Shelby,"1530 E Dixon Blvd",0,0,1,0,0,N/A
3089430,"December 6, 2024",Louisiana,Sulphur,"Michael Ln",1,0,0,0,1,N/A
3088571,"December 6, 2024",California,"Los Angeles","5425 Venice Blvd",0,1,1,0,0,N/A
3089008,"December 6, 2024",Maryland,"District Heights","6200 block of Surrey Square Ln",2,0,0,0,0,N/A
3090613,"December 6, 2024",Alabama,Mentone,"235 Co Rd 9011",1,0,1,0,0,N/A
3090524,"December 6, 2024",Alabama,Atmore,"75 Point Escambia Cir",1,0,0,0,1,N/A
3089071,"December 6, 2024",Texas,"Fort Worth","1600 Glasgow Rd",1,0,0,0,0,N/A
3089250,"December 6, 2024",Nevada,"Las Vegas","4700 block of E Craig Rd",1,0,0,0,0,N/A
3089198,"December 6, 2024",Connecticut,"Vernon Rockville (Vernon)","200 block of Hatch Hill Rd",1,0,0,0,0,N/A
3089200,"December 6, 2024",Louisiana,Zachary,"4150 Mchugh Rd",1,0,0,0,1,N/A
3098744,"December 6, 2024",Minnesota,Minneapolis,"6200 block of 5th Ave S",1,0,0,0,1,N/A
3088508,"December 6, 2024",Georgia,Decatur,"3500 Waldrop Rd",1,0,0,0,0,N/A
3089226,"December 6, 2024","North Carolina",Moyock,"Wedgewood Dr",1,0,0,0,1,N/A
3088560,"December 6, 2024",California,Woodbridge,"900 block of E Academy St",1,0,0,0,1,N/A
3088546,"December 6, 2024",California,"San Pedro","1327 W Park Western Dr",1,0,0,0,0,N/A
3088954,"December 6, 2024",Nevada,Henderson,"500 block of Marks St",1,0,0,0,0,N/A
3089257,"December 6, 2024",Ohio,"Cincinnati (Elmwood Place)","Highland Ave and Oak St",1,0,0,0,0,N/A
3089174,"December 6, 2024",California,Fresno,"5231 N Fresno St",1,0,0,0,0,N/A
3089093,"December 6, 2024",Mississippi,Jackson,"1836 N Mill St",1,0,0,0,0,N/A
3088558,"December 6, 2024",Minnesota,"Minneapolis (Richfield)","6200 block of 5th Ave S",1,0,0,0,1,N/A
3090983,"December 6, 2024","South Carolina",Florence,"2675 Trotter Dr",1,0,1,0,0,N/A
3089130,"December 6, 2024",Massachusetts,Holbrook,"101 Longmeadow Dr",1,0,0,0,0,N/A
3089394,"December 6, 2024",Pennsylvania,"Mc Kees Rocks","Broadway Ave and 2nd St",1,0,0,0,0,N/A
3088190,"December 6, 2024",Massachusetts,Chelsea,"Marginal St and Central Ave",1,0,0,0,1,N/A
3089057,"December 6, 2024",Florida,"Fort Lauderdale (Lauderhill)","4045 NW 16th St",0,0,1,0,0,N/A
3088463,"December 6, 2024",Florida,Titusville,"1200 block of Meadowlark Dr",0,0,1,0,0,N/A
3090935,"December 6, 2024",Texas,Mesquite,"4800 block of N Galloway Ave",1,0,0,0,0,N/A
3088700,"December 6, 2024",Illinois,Chicago,"3146 W 54th Pl",1,0,0,0,0,N/A
3090900,"December 6, 2024",Texas,Frisco,"10200 block of Bancroft Ln",3,0,0,0,0,N/A
3088754,"December 6, 2024",Tennessee,Memphis,"2800 block of Park Ave",1,0,0,0,0,N/A
3088976,"December 6, 2024",Alabama,Theodore,"5375 Laurendine Rd",1,6,0,0,0,N/A
3089217,"December 6, 2024","North Carolina",Sanford,"1500 block of Poplar Springs Church Rd",1,1,0,0,2,N/A
3088675,"December 5, 2024",Missouri,"Kansas City (Raytown)","8700 block of Blue Ridge Blvd",1,0,0,0,0,N/A
3088441,"December 5, 2024",Wisconsin,Madison,"1564 Troy Dr",1,0,0,2,2,N/A
3087591,"December 5, 2024",Missouri,Independence,"19012 E 37th Terrace S",1,1,0,0,1,N/A
3088049,"December 5, 2024",Ohio,Columbus,"3400 block of Nutcreek Ct",1,0,0,0,1,N/A
3088523,"December 5, 2024",Ohio,Akron,"50 block of Colonial Hills Dr",1,0,0,0,0,N/A
3088605,"December 5, 2024",Tennessee,Henning,N/A,1,0,0,0,1,N/A
3123501,"December 5, 2024",California,Oakland,"Campbell St",1,0,0,0,1,N/A
3087811,"December 5, 2024","New York",Brooklyn,"Utica Ave and Park Pl",0,0,1,1,0,N/A
3087855,"December 5, 2024","New York",Bronx,"125 W 228th St",0,1,1,0,0,N/A
3088035,"December 5, 2024",Indiana,Lafayette,"3100 South St",1,2,1,0,0,N/A
3087825,"December 5, 2024","New York",Bronx,"688 E 223rd St",1,0,0,0,0,N/A
3087977,"December 5, 2024",Texas,Houston,"11211 Almeda Genoa Rd",1,0,0,0,1,N/A
3088613,"December 5, 2024",Kansas,Eudora,"959 E 2300 Rd",1,0,1,0,0,N/A
3087763,"December 5, 2024","West Virginia","Oak Hill","Beech Ave",0,0,1,0,0,N/A
3126027,"December 5, 2024",Indiana,Bloomington,N/A,1,0,0,0,0,N/A
3088515,"December 5, 2024",Georgia,Atlanta,"1004 Westmoor Dr NW",1,0,1,0,0,N/A
3087462,"December 5, 2024",Georgia,Atlanta,"I-75 N and Cleveland Ave SW",0,0,1,0,0,N/A
3088474,"December 5, 2024",Florida,Tampa,"Camden St",0,0,1,0,0,N/A
3087624,"December 5, 2024",Georgia,Columbus,"7300 block of Sorrel Ct",1,0,0,0,1,N/A
3088468,"December 5, 2024",Florida,Tampa,"1700 block of E Sitka St",1,2,0,0,1,N/A
3087918,"December 5, 2024",Virginia,Hampton,"5100 block of Goldsboro Dr",1,1,0,0,0,N/A
3087927,"December 5, 2024",Virginia,Woodbridge,"5026 Davis Ford Rd",0,0,1,0,0,N/A
3088160,"December 5, 2024",Nebraska,Omaha,"6836 S 27th St",0,0,1,0,0,N/A
3088677,"December 5, 2024",Pennsylvania,"Pittsburgh (Penn Hills)","200 block of Universal Rd",1,1,0,0,0,N/A
3087930,"December 5, 2024","South Carolina",Newberry,"Green Meadows Dr",1,1,0,0,4,N/A
3088110,"December 5, 2024",Arizona,Nogales,"600 block of N Western Ave",0,0,1,0,0,N/A
3090963,"December 5, 2024",Texas,"Fort Worth","2600 block of Greenbelt Rd",1,0,0,0,1,N/A
3087912,"December 5, 2024","District of Columbia",Washington,"2700 block of Wade Rd SE",1,0,0,0,1,N/A
3088132,"December 5, 2024",Nevada,"North Las Vegas","2000 block of Daley St",1,0,0,0,0,N/A
3092449,"December 5, 2024",Mississippi,Grenada,"N Abutment Ramp",1,0,0,0,0,N/A
3092302,"December 5, 2024",Indiana,Elwood,"S G St",2,0,0,0,0,N/A
3086996,"December 4, 2024","North Dakota",Fargo,"4536 47th Street S",1,0,0,0,2,N/A
3088054,"December 4, 2024",Ohio,Columbus,"Cole St and Rhoads Ave",1,0,0,0,1,N/A
3087077,"December 4, 2024",Nebraska,Omaha,"11413 Elm St",1,0,0,0,1,N/A
3087787,"December 4, 2024",Michigan,Richmond,"75000 block of Mackey Rd",1,0,0,0,0,N/A
3087314,"December 4, 2024",Indiana,Indianapolis,"1400 block of Brookville Way",0,0,1,0,0,N/A
3087415,"December 4, 2024",Mississippi,Vicksburg,"Bazinsky Dr",0,0,1,0,1,N/A
3087412,"December 4, 2024",Georgia,Atlanta,"152 Nassau St NW",1,0,0,0,2,N/A
3152522,"December 4, 2024",Indiana,"North Judson","2678 Donna St",1,0,0,0,1,N/A
3087741,"December 4, 2024",Washington,Vancouver,"13719 SE Mill Plain Blvd",0,0,1,0,0,N/A
3086722,"December 4, 2024","New York","New York (Manhattan)","1335 6th Ave",1,0,0,0,1,N/A
3087700,"December 4, 2024",California,"Sun City (Romoland)","25000 block of Antelope Rd",1,0,0,0,0,N/A
3087695,"December 4, 2024",California,"San Pedro","807 W Paseo Del Mar",1,0,0,0,0,N/A
3088619,"December 4, 2024",Washington,Seattle,"6414 30th Ave SW",1,0,0,0,0,N/A
3087146,"December 4, 2024",Texas,Killeen,"1100 block of W Veterans Memorial Blvd",1,0,1,0,0,N/A
3088140,"December 4, 2024",Virginia,Roanoke,"4800 block of Lanford St NW",1,0,0,0,2,N/A
3086945,"December 4, 2024",Nevada,Reno,"701 Keystone Ave",0,0,1,0,0,N/A
3087124,"December 4, 2024",Connecticut,"New Haven","East St and Walnut St",1,0,0,0,1,N/A
3230917,"December 4, 2024","North Carolina",Hampstead,"667 Sawgrass Rd",1,0,0,0,0,N/A
3087405,"December 4, 2024",Oregon,Portland,"8247 NE Sandy Blvd",1,0,0,0,0,N/A
3089114,"December 4, 2024",Missouri,"Saint Louis","7445 W Florissant Ave",1,1,0,0,1,N/A
3087305,"December 4, 2024",Illinois,Chicago,"11806 S Watkins Ave",1,1,0,0,0,N/A
3087499,"December 4, 2024",Oklahoma,Woodward,"3215 Williams Ave",2,0,0,0,1,N/A
3087607,"December 4, 2024",Missouri,"Saint Louis","1800 block of Coleman St",1,0,0,0,0,N/A
3087057,"December 4, 2024",California,Oroville,"27 Cox Ln",0,2,1,0,0,N/A
3086881,"December 4, 2024","South Carolina","North Charleston","1900 block of Iron St",1,0,0,0,1,N/A
3088122,"December 4, 2024",Virginia,Hopewell,"Tabb Ave and Berry St",1,0,0,0,0,N/A
3087292,"December 4, 2024",Illinois,Chicago,"11654 S Peoria St",1,0,0,0,0,N/A
3088115,"December 4, 2024",Texas,"San Antonio","60 Brees Blvd",1,0,0,1,0,N/A
3087488,"December 4, 2024",Louisiana,"New Orleans","11900 block of Hayne Blvd",1,0,0,0,1,N/A
3087468,"December 4, 2024","South Carolina","Rock Hill","1315 Cherry Rd",2,1,0,0,1,N/A
3087934,"December 4, 2024",Montana,Bozeman,"407 S 20th Ave",0,0,1,0,0,N/A
3087092,"December 4, 2024","District of Columbia",Washington,"200 block of I St SW",1,0,0,0,0,N/A
3087226,"December 3, 2024",Texas,"San Antonio","4800 block of Castle Kent Dr",1,0,0,0,0,N/A
3086546,"December 3, 2024",Ohio,Columbus,"1200 block of Carolwood Ave",1,0,1,0,0,N/A
3086842,"December 3, 2024",Texas,Dallas,"9230 Skillman St",1,1,0,0,1,N/A
3086454,"December 3, 2024",Illinois,Chicago,"6700 block of S Parnell Ave",1,0,0,0,0,N/A
3087220,"December 3, 2024","North Carolina",Henderson,"800 block of Vance St",1,0,0,0,1,N/A
3086483,"December 3, 2024","North Carolina",Durham,"2900 block of Bertland Ave",1,0,0,0,0,N/A
3086717,"December 3, 2024",Louisiana,"New Orleans","8426 I-10 Service Rd",0,0,1,1,1,N/A
3086893,"December 3, 2024",Kansas,Topeka,"2000 block of SW 12th St",1,0,0,0,0,N/A
